0,0,-8086,23841,-3492
0,1,-8215,23932,-3508
0,2,-8215,23932,-3508
1,0,-7746,25952,-3661
1,1,-7761,26020,-3655
1,1,-7803,26027,-3652
1,1,-8052,25879,-3660
1,1,-8489,25865,-3652
1,2,-8489,25865,-3652
2,0,-8489,25865,-3652
2,1,-8842,25142,-3663
2,2,-8842,25142,-3663
3,0,-9688,25374,-3667
3,1,-9683,25649,-3634
3,1,-9960,25753,-3584
3,1,-10239,25310,-3646
3,1,-10205,25055,-3691
3,1,-10249,25129,-3684
3,1,-10249,25129,-3632
3,2,-10249,25129,-3632
4,0,-10176,25250,-3608
4,1,-10153,25132,-3685
4,1,-10149,25070,-3690
4,1,-10156,24981,-3690
4,1,-10147,24852,-3689
4,1,-10140,24766,-3688
4,1,-10138,24729,-3688
4,1,-10131,24661,-3688
4,1,-10122,24594,-3688
4,1,-10112,24563,-3687
4,2,-10112,24563,-3687
5,0,-9875,23878,-3607
5,1,-9993,23828,-3626
5,1,-10022,23805,-3629
5,1,-10091,23774,-3651
5,1,-10155,23740,-3670
5,1,-10309,23532,-3644
5,1,-10168,23727,-3648
5,1,-10405,23546,-3747
5,1,-10781,23572,-3748
5,1,-10749,23127,-3738
5,1,-10872,22961,-3689
5,1,-10958,22873,-3676
5,1,-11299,22402,-3687
5,1,-11063,22167,-3683
5,2,-11063,22167,-3683
6,0,-11143,22310,-3684
6,1,-11255,22178,-3686
6,1,-11324,22081,-3685
6,1,-11377,22063,-3685
6,1,-11638,21843,-3672
6,1,-11703,21670,-3667
6,1,-11886,21171,-3683
6,1,-11989,20912,-3685
6,1,-12134,20518,-3695
6,1,-12169,20366,-3696
6,1,-12167,20227,-3697
6,1,-12188,19932,-3692
6,1,-12181,19800,-3687
6,2,-12181,19800,-3687
7,0,-11725,19893,-3706
7,1,-11688,19908,-3708
7,1,-11648,19923,-3711
7,1,-11409,20189,-3721
7,1,-11430,20062,-3726
7,1,-11083,20016,-3742
7,1,-10696,20118,-3745
7,1,-10755,20161,-3741
7,1,-10717,20167,-3704
7,1,-10719,20166,-3704
7,1,-10572,20379,-3740
7,1,-10377,20441,-3740
7,1,-10629,20189,-3742
7,1,-10663,20108,-3745
7,1,-10556,19979,-3747
7,1,-10543,19925,-3746
7,1,-10322,19781,-3742
7,1,-10432,19858,-3744
7,1,-10168,19869,-3743
7,1,-10268,19773,-3740
7,1,-10143,19806,-3740
7,1,-10059,19815,-3741
7,1,-9917,20093,-3740
7,2,-9917,20093,-3740
8,0,-9917,20093,-3740
8,1,-9653,19770,-3720
8,1,-9587,19706,-3702
8,1,-9618,19659,-3704
8,1,-9537,19426,-3677
8,1,-9520,19413,-3672
8,2,-9520,19413,-3672
9,0,-9522,19148,-3648
9,1,-9370,19064,-3623
9,1,-9367,19056,-3622
9,1,-9268,19036,-3603
9,1,-8967,18161,-3573
9,1,-9002,18655,-3544
9,2,-9002,18655,-3544
